objid,ra,dec,petroMag_u,petroMag_r,extinction_u,extinction_r,spiral,elliptical
1237651801233817794,149.306847426158,0.198706307684171,18.69624,16.81462,0.1278223,0.06890161,1,0
1237651801233817797,149.309750260588,0.134999921730391,20.35781,17.74125,0.1206425,0.06503139,1,0
1237651752386298080,149.417175172975,0.959809065252825,19.85993,17.13435,0.1152341,0.06211603,1,0
1237648722828066950,149.62512436128,1.18198411596441,18.12437,16.12225,0.1093234,0.05892991,1,0
1237648722291130599,149.460856848344,0.795371630052729,21.01658,17.69988,0.1254872,0.06764289,1,0
1237651801770688747,149.36234964898,0.533101247892253,18.11729,16.09472,0.1149654,0.06197121,1,0
1237651801770754237,149.48871616987,0.555250510804378,19.81062,17.43258,0.1033648,0.05571798,1,0
1237648722291065136,149.430258049795,0.689940245360079,17.36595,15.34466,0.1405117,0.07574172,1,0
1237651801233883164,149.484284137053,0.206383653536543,18.62981,16.84952,0.1166954,0.06290374,1,0
1237648721754194216,149.412643551916,0.33257256895185,19.03304,16.67635,0.1215869,0.06554046,1,0
1237648721754259577,149.550640609984,0.237244856483283,17.47699,15.77221,0.1165599,0.0628307,1,0
1237648721754194200,149.394756246386,0.2386627428622,20.67317,17.39125,0.1192376,0.06427411,1,0
1237651801770819617,149.647363706583,0.569957248346321,19.03399,16.67993,0.1180503,0.06363411,1,0
1237648722291196052,149.64743966001,0.742781238311246,17.5701,15.59976,0.1106115,0.05962429,1,0
1237651801233948916,149.70776870297,0.161441306533142,19.10194,16.82126,0.1171464,0.06314686,1,0
1237648721754390765,149.868966506937,0.393162464128129,19.24135,17.57394,0.1012527,0.05457951,1,0
1237651801233948845,149.603609577517,0.161057503374731,19.19059,17.59667,0.1171868,0.06316865,1,0
1237651801770950802,149.915558434773,0.541044720846726,17.38089,15.25289,0.1064067,0.05735768,1,0
1237648721754456229,149.914951886889,0.332812384896593,19.89176,17.65158,0.1058529,0.05705917,1,0
1237651752386429147,149.718149269455,0.870522487640773,20.73285,17.7216,0.1054388,0.05683595,1,0
1237653663648121030,149.72234134998,1.02096776656958,20.54074,17.56249,0.1132393,0.0610408,1,0
1237648722291196120,149.707661138609,0.83672605822329,18.03791,16.1423,0.1053562,0.05679146,1,0
1237651752386429097,149.657303528551,0.870738911416265,18.32105,16.53913,0.1112877,0.05998876,1,0
1237648722291392551,150.101524252211,0.704590919788355,17.05254,14.22952,0.1046893,0.05643198,1,0
1237648721754521762,150.069631648709,0.275633916084563,18.76853,16.62166,0.1154659,0.062241,1,0
1237654670809366725,150.105272463825,0.498091942384777,18.78992,16.91489,0.1096111,0.059085,1,0
1237648722291327165,149.950164917967,0.780141388369683,18.92849,17.14113,0.09566859,0.05156941,1,0
1237651801771082110,150.311952846675,0.600686383895709,18.55871,17.09852,0.1085164,0.05849492,1,0
1237651801771081880,150.202600645362,0.59557284248564,19.41138,16.8265,0.1068056,0.05757276,1,0
1237648721754587493,150.298371122955,0.252925014518778,19.348,17.40378,0.1261136,0.06798055,1,0
1237648721754587405,150.257169611077,0.214620296439122,18.41771,16.64394,0.1292252,0.06965784,1,0
1237648721754587278,150.299495305541,0.329344571659545,16.47221,14.72249,0.1242384,0.06696975,1,0
1237648722291392727,150.053100117533,0.774197988636793,19.23714,17.3624,0.1013169,0.05461409,1,0
1237648722291458220,150.193563081703,0.782649321210007,19.32484,16.7413,0.1021114,0.05504237,1,0
1237648722291327170,149.956543587551,0.832322707683215,20.62199,17.6599,0.09236338,0.04978777,1,0
1237648721754718378,150.502604245584,0.330810162592772,18.60099,16.64118,0.1141642,0.06153934,1,0
1237651801234210980,150.318760550398,0.120926821782939,18.47331,16.29728,0.1342592,0.07237138,1,0
1237651801234276557,150.365572600578,0.155096922885142,18.40745,16.8807,0.1244639,0.06709129,1,0
1237651801234342050,150.485767971953,0.187789479787882,19.70154,17.52159,0.1244614,0.06708997,1,0
1237648720144564402,151.677086153567,-0.892613101979086,19.54053,17.52133,0.1630884,0.08791155,1,0
1237654669199343816,151.467575095175,-0.813252483220104,18.07637,15.74668,0.1677661,0.09043301,1,0
1237651800698061041,151.965794949683,-0.271948545217805,18.58087,16.29863,0.1176525,0.06341968,1,0
1237654670273347775,152.08124446341,0.0810719101957273,18.98165,17.18063,0.1321949,0.07125864,1,0
1237651801234997476,152.099427133798,0.109889750349295,19.77389,17.74226,0.1288331,0.06944647,1,0
1237651800161190059,151.936867760261,-0.635334475680828,18.83898,16.90833,0.1561145,0.08415234,1,0
1237648721218437304,151.932949095106,-0.139174766515777,18.99392,16.38843,0.1436844,0.07745196,1,0
1237651800698061129,151.936789814809,-0.222119572456266,19.00851,16.97804,0.1264574,0.06816588,1,0
1237651800698060980,151.833073480377,-0.307992608330967,19.00667,17.24688,0.129753,0.06994237,1,0
1237648720681500944,151.832744010337,-0.539727611005686,19.54599,17.32714,0.1324688,0.07140627,1,0
1237654669736345810,151.739147394833,-0.369661664439481,19.43601,17.59153,0.1392677,0.07507119,1,0
1237651800697995474,151.823816952129,-0.260429226652488,18.45654,16.67062,0.1366008,0.07363362,1,0
1237648721218371802,151.823099026824,-0.0786824675714199,18.52041,16.1475,0.1367055,0.07369005,1,0
1237648720681500888,151.765046880493,-0.619897899863151,19.05089,17.40274,0.1401371,0.0755398,1,0
1237654669199212762,151.161324723644,-0.813398038460594,19.40622,17.44104,0.2256898,0.1216564,1,0
1237648720144367860,151.219888130772,-0.9251091618673,19.24529,16.68326,0.200364,0.1080047,1,0
1237651800161059106,151.674134436181,-0.678703981317927,20.18105,17.82523,0.1452154,0.07827722,1,0
1237654670273151165,151.595451174593,0.069051328491688,19.82012,17.53773,0.148377,0.0799815,1,0
1237648720681304371,151.340401277278,-0.47178871516183,18.58008,16.9662,0.2065858,0.1113585,1,0
1237654670273085709,151.443636594138,0.019846093016091,19.72149,17.46964,0.1751044,0.09438869,1,0
1237651800697864450,151.528576076243,-0.215531145313892,18.5497,17.09789,0.1715703,0.09248364,1,0
1237648721218109642,151.220749066075,-0.05833497845554,17.50148,15.47291,0.1706087,0.09196533,1,0
1237654669736018142,151.008993083947,-0.342941390548717,18.96583,17.12942,0.1983581,0.1069234,1,0
1237654669736018114,150.98255732148,-0.40217640872471,18.76313,16.50373,0.2083029,0.112284,1,0
1237651800697733215,151.096321854047,-0.21302034908069,18.67738,16.70327,0.1701262,0.09170523,1,0
1237648720681173181,150.96998320019,-0.620946867170594,19.53449,17.64594,0.2230657,0.1202419,1,0
1237648721218044172,151.079262437309,-0.141301475029008,19.87194,17.60797,0.1444909,0.07788671,1,0
1237648720144105659,150.59449156599,-0.913210000344318,18.66456,17.28546,0.2320606,0.1250905,1,0
1237648720681107522,150.914291154753,-0.623237555576838,20.6881,17.64698,0.2317753,0.1249367,1,0
1237648721217978583,150.849616672211,-0.0279580707740416,19.0774,16.95621,0.1450196,0.07817171,1,0
1237654670272823538,150.893368965177,0.0760116718683118,19.11923,16.13916,0.1399458,0.07543672,1,0
1237648720144040094,150.405833096303,-0.943491695960046,18.46338,16.62945,0.2130015,0.1148168,1,0
1237648720680976601,150.635705664916,-0.463798127843102,18.20683,16.36727,0.2329791,0.1255856,1,0
1237651800160600179,150.631986530551,-0.722588426630687,19.52422,17.48009,0.2394248,0.1290601,1,0
1237648720681042064,150.671128394667,-0.423895777530341,18.37357,16.45966,0.2114934,0.1140039,1,0
1237654669735886981,150.658127787544,-0.371136903293304,19.66835,17.29816,0.1797762,0.09690699,1,0
1237648720680976477,150.635583235701,-0.495148158282144,18.28849,16.22166,0.2498472,0.1346782,1,0
1237654670272692489,150.583170149274,0.0705232279063976,20.08994,17.64885,0.1436647,0.07744136,1,0
1237651800160534629,150.356826082432,-0.696348316294129,18.6326,17.08014,0.185471,0.0999767,1,0
1237651800160534713,150.447015949451,-0.713576851657966,19.20696,17.84523,0.1939978,0.104573,1,0
1237651800160534720,150.463411577037,-0.68125395567627,18.67192,16.6513,0.2071588,0.1116674,1,0
1237648721217781939,150.381782109522,-0.17423776031247,18.51134,16.64483,0.156401,0.08430673,1,0
1237648721217781912,150.367476665705,-0.125775718348218,18.1097,16.47927,0.1559338,0.08405489,1,0
1237651752923562103,150.200610156199,1.23714896520874,18.66784,15.47002,0.08787645,0.04736912,1,0
1237651752386691255,150.331783832809,0.969214330453772,19.60891,17.24976,0.09156437,0.04935707,1,0
1237648721754718448,150.632288764761,0.261138200658245,18.50444,17.09435,0.1215968,0.06554583,1,0
1237648721754718358,150.628448775201,0.307300252785651,16.85163,14.53234,0.1233849,0.06650969,1,0
1237648722291523676,150.356005030991,0.833230734580589,17.18472,15.41513,0.1011426,0.05452013,1,0
1237648722291589219,150.495093262607,0.715260939401216,18.77582,16.62532,0.1100865,0.05934127,1,0
1237651801234407602,150.753113120904,0.181420793335081,19.14063,16.5979,0.1272366,0.06858591,1,0
1237648722291655017,150.703161298294,0.63562605747397,19.48041,17.59751,0.1170222,0.06307993,1,0
1237651801771278588,150.779743465562,0.547712879835675,18.81077,16.51038,0.1130099,0.06091709,1,0
1237648722291654834,150.674040586312,0.833704584592894,19.60865,17.22829,0.1173491,0.06325614,1,0
1237648722291654871,150.75553817771,0.766146480056024,20.03016,17.1576,0.1088083,0.05865225,1,0
1237648721754914959,150.956854174194,0.382816797266143,19.18432,17.45505,0.1277665,0.06887156,1,0
1237648721754914974,150.977852056323,0.280075914596889,20.83145,17.67786,0.1258415,0.0678339,1,0
1237651752386953441,150.92206714037,0.947206744501743,19.02177,16.44366,0.09837669,0.05302919,1,0
1237648722828656744,150.966662223952,1.09524397559589,18.13011,16.32689,0.100638,0.05424812,1,0
1237651802308214980,150.832911260638,1.02679267661961,20.81524,17.7987,0.1021901,0.05508478,1,0
1237651801234604182,151.111960325893,0.177183799128399,18.57433,16.7029,0.1420334,0.07656202,1,0
1237651801234538781,151.079027414535,0.120382278007373,17.97674,16.03593,0.1384008,0.07460387,1,0
1237648721754980554,151.168945313143,0.328516268562239,18.98255,16.88399,0.1530009,0.08247394,1,0
1237648722291916943,151.335813572265,0.648857661767149,19.6578,17.24592,0.1684219,0.09078654,1,0
1237648721755046049,151.332754645336,0.275259061184932,19.22445,17.32724,0.1719685,0.09269831,1,0
1237648722291916929,151.301274947497,0.632184206394599,19.04721,16.95768,0.1718997,0.09266118,1,0
1237651801234669760,151.375858180061,0.13685564326361,20.26507,17.59133,0.179772,0.09690471,1,0
1237648721755242701,151.693849723183,0.290126830875045,20.00856,17.09596,0.135802,0.07320304,1,0
1237648721755177045,151.55762936887,0.368917338489388,19.34179,17.45087,0.1516532,0.08174747,1,0
1237648721755242764,151.778770246192,0.311052745898872,20.17107,17.78103,0.1369408,0.07381686,1,0
1237654670810087640,151.662063796754,0.480571666644849,19.77454,17.59293,0.1521028,0.08198982,1,0
1237648722291785834,150.999600908471,0.806913660323101,17.73709,16.18129,0.1140423,0.0614736,1,0
1237648722291785827,150.994180802791,0.73663067830833,17.84473,16.23185,0.1114622,0.06008281,1,0
1237648721755242749,151.765980205916,0.415939270934112,19.77677,17.3564,0.1457933,0.07858875,1,0
1237651801771802813,151.850140659904,0.55035642927176,18.21336,16.49183,0.1464237,0.07892856,1,0
1237648722828853381,151.422623859186,1.09168582672789,18.46621,16.06238,0.1405235,0.0757481,1,0
1237648722291916909,151.265898698124,0.743215270638588,19.38183,16.85106,0.1504923,0.08112171,1,0
1237648722291916928,151.297839834033,0.835809443951982,18.51734,17.10376,0.1520706,0.0819725,1,0
1237651752387149961,151.289317037285,0.955966416368918,18.27254,15.79273,0.1454693,0.07841409,1,0
1237648721755373912,152.085852666418,0.250631223909088,17.32186,15.86985,0.1230979,0.06635498,1,0
1237648721755308228,151.886171070795,0.396790073227688,20.17835,17.22947,0.1424907,0.07680849,1,0
1237648722292179127,151.888280985566,0.786435947515123,18.79436,16.36192,0.1421959,0.07664958,1,0
1237648722828918970,151.624781440309,1.06988615177605,19.40651,16.92513,0.1496754,0.08068138,1,0
1237648722292179246,151.907659718232,0.704919207273295,19.68355,17.71347,0.1429459,0.07705387,1,0
1237654670810218804,152.031624935999,0.445157770888886,20.50088,17.59278,0.1445292,0.07790736,1,0
1237648721755373802,152.000321807107,0.264709970282174,19.40411,17.72798,0.1329694,0.07167611,1,0
1237651801771802916,151.95948377258,0.592803203497911,18.12387,16.36218,0.1480449,0.07980244,1,0
1237648722292179202,151.978197630375,0.630087734308814,19.82565,17.3955,0.1504409,0.08109401,1,0
1237651801771802635,151.855739022091,0.627614803106218,17.12478,15.71184,0.1463828,0.07890653,1,0
1237651801234931916,151.914734193979,0.185611462677981,18.48247,16.66521,0.1310061,0.07061782,1,0
1237648720145481899,153.650875068716,-0.887626031802133,18.57345,16.10568,0.1708918,0.09211791,1,0
1237648721219289213,153.830733185455,-0.0843891604596085,20.07228,17.67318,0.1533502,0.08266222,1,0
1237651800698913060,153.892995569357,-0.297343682731281,18.81638,16.88336,0.1610869,0.08683263,1,0
1237648720682418324,153.813706021241,-0.602637358697844,20.58506,17.06491,0.179322,0.09666216,1,0
1237648721219223677,153.649436169026,-0.155260350008884,19.06604,16.5843,0.1466051,0.07902634,1,0
1237648720145350917,153.417098594503,-0.863705547803251,18.71924,16.20753,0.1780482,0.0959755,1,0
1237648720145350674,153.426075777506,-0.907198326395588,19.23868,16.41623,0.1814073,0.09778623,1,0
1237648720682287313,153.595670130967,-0.625326208656343,17.70329,15.63778,0.1665898,0.08979894,1,0
1237654669200326908,153.700537590461,-0.764472917059211,18.50352,15.56197,0.174838,0.09424507,1,0
1237648720682287308,153.587959599574,-0.507679225198337,19.80485,17.07335,0.1580738,0.08520845,1,0
1237654669200195727,153.340398588679,-0.781440420015048,18.71893,17.38888,0.1585232,0.0854507,1,0
1237651800698716545,153.473218078398,-0.318870116971069,18.73167,16.37215,0.1481343,0.07985064,1,0
1237654669199933583,152.743619920446,-0.803865228047241,17.40358,15.11069,0.204715,0.1103501,1,0
1237648720145088826,152.86454073104,-0.959212875547766,20.13801,17.66688,0.200247,0.1079416,1,0
1237654669736804534,152.771359528913,-0.386798823530297,19.45195,17.10094,0.1670191,0.09003036,1,0
1237654669736804557,152.791088609584,-0.39943659261099,18.2152,16.51287,0.1679412,0.09052739,1,0
1237648721219027185,153.323601223597,-0.0811633358878404,20.56945,17.80384,0.1504031,0.08107364,1,0
1237648721219092677,153.349175568983,-0.113108680539065,20.21928,17.40084,0.1493251,0.08049252,1,0
1237648721219027074,153.307180519516,-0.089089747563839,19.46668,17.2126,0.1508355,0.08130669,1,0
1237648720682025049,152.889884355189,-0.56898257653621,20.49039,17.68558,0.176857,0.09533341,1,0
1237651800698454139,152.72960910129,-0.305218046716247,19.11213,17.03548,0.1552808,0.08370289,1,0
1237651800161517722,152.664918088896,-0.72867270212376,19.24816,16.9184,0.1935671,0.1043408,1,0
1237648721218765006,152.716994596474,-0.13428038179901,18.00762,15.91102,0.1350661,0.07280634,1,0
1237654669736738929,152.592225827758,-0.376313533358756,23.68913,17.31967,0.1560644,0.0841253,1,0
1237648721218764937,152.640765334346,-0.186118833599337,19.75773,17.79504,0.1321994,0.07126105,1,0
1237651800698323002,152.430683701142,-0.294060698481821,18.57474,16.5094,0.1352729,0.07291783,1,0
1237648720681828464,152.463777580374,-0.546612047818867,19.11394,16.95012,0.1536312,0.08281371,1,0
1237648720681828530,152.58499763327,-0.481786072071185,19.72998,16.75533,0.1534808,0.08273266,1,0
1237648720681828566,152.533094111302,-0.597765216856675,20.5306,17.81053,0.1666844,0.08984996,1,0
1237648721218699441,152.505930978519,-0.19791262720974,19.0777,17.26574,0.1177109,0.06345113,1,0
1237654669736673344,152.42615451297,-0.367684517935387,18.35239,16.15604,0.1395842,0.07524179,1,0
1237651800698323064,152.498933381748,-0.216252327921299,20.03853,17.27566,0.1205727,0.06499378,1,0
1237648721218699400,152.463010730857,-0.121920000876416,18.56175,16.56483,0.1096284,0.05909436,1,0
1237651800698323091,152.546953156187,-0.252927693764099,18.78893,16.44552,0.1356612,0.07312711,1,0
1237651800698257716,152.385704130472,-0.237362077426149,17.78233,15.71006,0.1314687,0.07086718,1,0
1237651800698257726,152.39427281701,-0.266426357098035,20.26716,16.5939,0.1351957,0.07287621,1,0
1237651800698257707,152.368753752526,-0.240271225907461,19.41762,17.3548,0.1328493,0.07161137,1,0
1237654669199671557,152.204930790651,-0.791295067190521,20.40093,17.56119,0.1775377,0.09570031,1,0
1237654669199671546,152.185570539341,-0.775470022548579,19.19719,16.86328,0.1779717,0.09593429,1,0
1237648720144892145,152.31117568145,-1.04536685898738,18.95972,16.80281,0.206842,0.1114966,1,0
1237651800698192065,152.225687785568,-0.280254912899926,19.78885,16.86966,0.1393947,0.07513965,1,0
1237654669736607957,152.267764615567,-0.379195206122034,18.70963,16.52307,0.1382847,0.07454128,1,0
1237648721218568388,152.229977135635,-0.0680080825370309,18.61787,15.77635,0.1217839,0.06564668,1,0
1237648720144695532,151.988790615938,-0.936754950931115,21.23478,17.61568,0.1743538,0.09398405,1,0
1237648720144629984,151.761019628532,-0.997464500377709,19.26774,16.99777,0.1721041,0.0927714,1,0
1237651800161321169,152.13330296351,-0.666838100104238,15.76792,13.87255,0.1745199,0.09407362,1,0
1237651800161321347,152.198495321807,-0.706849471844779,18.76494,17.08445,0.173856,0.09371573,1,0
1237651752387412109,151.957371154954,0.881253242511568,19.1904,17.1395,0.1471017,0.07929404,1,0
1237648722829050034,151.858156603672,1.17592029657665,18.91795,16.86709,0.1481392,0.07985327,1,0
1237651801771868399,151.984203179209,0.623427037300509,19.57226,17.35457,0.1501436,0.08093375,1,0
1237654670810284249,152.130823680128,0.456485238222537,18.80016,16.33465,0.1367622,0.07372062,1,0
1237648721218502878,152.120786100109,-0.00276408113961549,19.14544,17.27913,0.1280531,0.06902604,1,0
1237648721755373963,152.130397069492,0.356628955020805,18.08295,16.53866,0.132081,0.07119723,1,0
1237654670810218860,152.082312730383,0.451958470895306,19.45614,17.35401,0.1427399,0.07694282,1,0
1237651801771868425,152.003524595708,0.602810097319237,20.06632,17.20377,0.1488938,0.08026005,1,0
1237648722292310188,152.174109931786,0.69451324196675,20.16699,17.77074,0.1406929,0.07583944,1,0
1237648722292244751,152.06303992508,0.659540079517948,19.45054,17.12734,0.1424927,0.07680957,1,0
1237651801771933922,152.178339354278,0.617113526129863,20.9089,17.67707,0.1294142,0.06975973,1,0
1237651801235062909,152.147739830642,0.166067385305123,18.70064,16.22669,0.1208222,0.06512826,1,0
1237651801235062817,152.224415753631,0.112352692400582,18.03364,16.22085,0.1177358,0.06346457,1,0
1237651752387608697,152.374750949361,0.98660104812695,19.6202,17.76314,0.1500177,0.08086589,1,0
1237648721218568482,152.280348681703,-0.0327754936978907,20.50857,17.80941,0.1214285,0.06545507,1,0
1237648721218633973,152.381681963501,-0.0409471636424254,18.33605,16.38928,0.1127162,0.0607588,1,0
1237651752387739852,152.584681061509,0.958313789342107,19.16318,16.81332,0.1518683,0.08186346,1,0
1237648722292441267,152.441133940042,0.803063361679297,19.85326,17.5323,0.1400021,0.07546702,1,0
1237651752387739910,152.654909284674,1.02669229490775,18.98738,17.15073,0.1453857,0.07836903,1,0
1237648722829312116,152.443139399272,1.1626418221048,19.16702,16.42835,0.1497333,0.08071256,1,0
1237648722292441335,152.527565117203,0.835741600709711,18.92421,17.2302,0.1428318,0.0769924,1,0
1237648721755570433,152.519492442876,0.354572544829981,20.68883,17.58829,0.1327269,0.0715454,1,0
1237648721218699455,152.528980855089,-0.0577001351457921,18.52833,16.73657,0.1085345,0.0585047,1,0
1237648721218764929,152.632595849236,-0.0273033623626912,19.31081,17.58301,0.115015,0.06199796,1,0
1237648721755570371,152.43936878858,0.395772092929287,20.01391,17.07692,0.1232456,0.06643461,1,0
1237648721755570497,152.570594865356,0.333714121723692,18.66176,17.00254,0.1344978,0.0725,1,0
1237654670810546312,152.824435116752,0.442414387793774,14.92467,13.35085,0.156435,0.08432508,1,0
1237648721755635953,152.71060374199,0.290040533468656,19.70059,17.72468,0.1286096,0.06932602,1,0
1237651801772458199,153.336524281941,0.529685975503208,19.81592,17.38841,0.1409598,0.07598328,1,0
1237651801235521734,153.315222675172,0.179300404394104,18.69355,16.9167,0.1464589,0.07894752,1,0
1237651801235521713,153.288696710654,0.100743319123174,20.06648,17.5039,0.1479508,0.07975175,1,0
1237654670810743021,153.298754840866,0.445190076789393,21.05337,17.62989,0.1447017,0.07800032,1,0
1237651801772523868,153.495279820449,0.567896384851514,19.49456,17.74588,0.1474245,0.07946803,1,0
1237651801772458121,153.469090325748,0.550945610397303,16.74388,14.66115,0.1475585,0.07954025,1,0
1237651801772458208,153.345250372289,0.627987825984205,19.84081,17.47786,0.1461193,0.0787645,1,0
1237648721755963641,153.38278953748,0.418594207665859,19.45029,17.49698,0.1409948,0.07600217,1,0
1237651801235587084,153.336208783791,0.11545280003847,18.56975,17.12668,0.1471167,0.07930212,1,0
1237648721219092700,153.385339937297,-0.0365651575695035,19.81801,17.29062,0.1443911,0.07783292,1,0
1237648722829377732,152.734948889145,1.0720624138123,17.43543,15.93004,0.1517596,0.08180484,1,0
1237648722292572320,152.800196953722,0.824148634993459,19.61918,17.67484,0.1450302,0.07817742,1,0
1237648722292572357,152.841160709997,0.810034385306338,19.68278,17.12555,0.1437045,0.07746278,1,0
1237648721756029150,153.605064255481,0.302108225311343,19.82549,16.87592,0.146674,0.07906348,1,0
1237654670274003129,153.566482970481,0.075066788925322,19.98501,17.56185,0.1293128,0.06970506,1,0
1237648721756029029,153.507918327773,0.362041117660716,18.89479,17.23689,0.1441336,0.0776941,1,0
1237648721219158138,153.496832841203,-0.0609322228963041,20.06157,17.34916,0.1339373,0.07219786,1,0
1237651752387870976,152.893534105501,0.919417904067188,20.72664,17.81971,0.1544301,0.08324437,1,0
1237648721756094689,153.766382776305,0.352214469612217,19.29163,16.45842,0.1421783,0.07664014,1,0
1237654670274068650,153.726818693491,0.0194162682890041,19.09397,17.45818,0.1335978,0.07201488,1,0
1237648721756094607,153.676390685313,0.240304342363934,19.40148,16.96523,0.1364981,0.07357824,1,0
1237648722829639877,153.327761353001,1.06815728950331,18.89026,17.16841,0.161148,0.08686557,1,0
1237654670811005149,153.866984484468,0.460273170131129,18.91288,16.39739,0.1506749,0.08122014,1,0
1237648721756160183,153.900516561521,0.358710966045823,20.0027,17.5869,0.1440482,0.07764806,1,0
1237648720146137229,155.18181557145,-1.01697662194331,18.38314,16.47413,0.2301294,0.1240495,1,0
1237648720146202879,155.359819181381,-0.877380212397833,17.96887,15.74444,0.2322852,0.1252115,1,0
1237648720146202836,155.284071512289,-0.855305880659693,18.96597,16.81948,0.2312899,0.1246751,1,0
1237654669201047668,155.262728400963,-0.778700966255972,17.4547,15.9437,0.216482,0.1166929,1,0
1237648720146137223,155.14789044368,-0.984478877569436,19.22036,16.9905,0.2194327,0.1182835,1,0
1237654669737984115,155.40575479322,-0.396016456777464,18.59725,16.64528,0.1993947,0.1074822,1,0
1237651800699699382,155.695720100035,-0.304334172955585,19.75583,17.56342,0.2011763,0.1084425,1,0
1237648720683073575,155.342834363218,-0.466223956043818,18.40963,16.26404,0.219526,0.1183338,1,0
1237648721220010121,155.48400073013,-0.0715215394280345,19.3514,16.98198,0.2042603,0.1101049,1,0
1237654669738049718,155.668083804884,-0.33634827871426,18.65051,16.90249,0.2000807,0.107852,1,0
1237648720145940622,154.786135860242,-1.02955661219608,18.91946,17.04905,0.2324228,0.1252857,1,0
1237648720683335776,155.905758139968,-0.456405253198072,19.12611,17.02319,0.2566133,0.1383254,1,0
1237648720146006363,154.892649418059,-1.00933419521486,18.61555,17.11017,0.2187852,0.1179345,1,0
1237651800162566337,155.052851350896,-0.686599961346023,19.23509,16.61323,0.2057184,0.1108909,1,0
1237651800162631730,155.191822860737,-0.683815048309424,20.42482,17.2551,0.2058001,0.110935,1,0
1237648721219879116,155.248146712899,-0.176081021325154,18.38818,15.70703,0.1863777,0.1004655,1,0
1237654669200720021,154.578023009838,-0.797933463525676,18.95455,17.20712,0.2625067,0.1415022,1,0
1237654669200654588,154.457697832458,-0.829296753952816,17.88151,15.52334,0.2387332,0.1286873,1,0
1237648720682877113,154.973745216979,-0.620897656901943,20.45218,17.59433,0.2240101,0.1207509,1,0
1237654669200851094,154.903837392421,-0.764581011193396,20.46667,17.83136,0.2152128,0.1160088,1,0
1237648721219748023,154.864283732507,-0.0345391738197167,18.44351,16.31763,0.1988925,0.1072115,1,0
1237654669200588991,154.218847846947,-0.775021737184152,19.87502,16.66404,0.2040726,0.1100037,1,0
1237648720145744013,154.238747303675,-0.875387320952482,19.63166,17.37331,0.2077781,0.1120012,1,0
1237648720145678659,154.210152751959,-0.878742507743369,19.62466,16.89009,0.2054228,0.1107316,1,0
